"","source","type","score","phase","gene_id","gene_type","gene_name","level","havana_gene","tag","gene_id_no_ver","length"
"C14orf119","HAVANA","gene",NA,NA,"ENSG00000179933.4","protein_coding","C14orf119","2","OTTHUMG00000028717.3",NA,"ENSG00000179933",NA
"CCR8","HAVANA","gene",NA,NA,"ENSG00000179934.5","protein_coding","CCR8","2","OTTHUMG00000131290.2",NA,"ENSG00000179934",NA
"GOLGA8J","HAVANA","gene",NA,NA,"ENSG00000179938.11","protein_coding","GOLGA8J","2","OTTHUMG00000175635.1","ncRNA_host","ENSG00000179938",NA
"BBS10","HAVANA","gene",NA,NA,"ENSG00000179941.6","protein_coding","BBS10","2","OTTHUMG00000147352.2",NA,"ENSG00000179941",NA
"FIZ1","HAVANA","gene",NA,NA,"ENSG00000179943.6","protein_coding","FIZ1","1","OTTHUMG00000180858.2",NA,"ENSG00000179943",NA
"PUF60","HAVANA","gene",NA,NA,"ENSG00000179950.9","protein_coding","PUF60","2","OTTHUMG00000165155.1",NA,"ENSG00000179950",NA
"SSC5D","HAVANA","gene",NA,NA,"ENSG00000179954.10","protein_coding","SSC5D","1","OTTHUMG00000180855.3",NA,"ENSG00000179954",NA
"DCTPP1","HAVANA","gene",NA,NA,"ENSG00000179958.4","protein_coding","DCTPP1","1","OTTHUMG00000132416.4",NA,"ENSG00000179958",NA
"ZNF771","HAVANA","gene",NA,NA,"ENSG00000179965.7","protein_coding","ZNF771","1","OTTHUMG00000176985.2",NA,"ENSG00000179965",NA
"CRIPAK","HAVANA","gene",NA,NA,"ENSG00000179979.7","protein_coding","CRIPAK","2","OTTHUMG00000121131.2",NA,"ENSG00000179979",NA
"TSHZ1","HAVANA","gene",NA,NA,"ENSG00000179981.9","protein_coding","TSHZ1","2","OTTHUMG00000132859.3",NA,"ENSG00000179981",NA
"PSTK","HAVANA","gene",NA,NA,"ENSG00000179988.9","protein_coding","PSTK","2","OTTHUMG00000019191.2",NA,"ENSG00000179988",NA
"SOCS4","HAVANA","gene",NA,NA,"ENSG00000180008.8","protein_coding","SOCS4","1","OTTHUMG00000140311.2",NA,"ENSG00000180008",NA
"ZADH2","HAVANA","gene",NA,NA,"ENSG00000180011.6","protein_coding","ZADH2","1","OTTHUMG00000132858.2",NA,"ENSG00000180011",NA
"OR1E1","HAVANA","gene",NA,NA,"ENSG00000180016.2","protein_coding","OR1E1","2","OTTHUMG00000090643.1",NA,"ENSG00000180016",NA
"ZNF48","HAVANA","gene",NA,NA,"ENSG00000180035.6","protein_coding","ZNF48","2","OTTHUMG00000048195.4",NA,"ENSG00000180035",NA
"FAM71E2","HAVANA","gene",NA,NA,"ENSG00000180043.7","protein_coding","FAM71E2","2","OTTHUMG00000170357.6",NA,"ENSG00000180043",NA
"C3orf80","ENSEMBL","gene",NA,NA,"ENSG00000180044.3","protein_coding","C3orf80","3",NA,NA,"ENSG00000180044",NA
"NKX2-6","HAVANA","gene",NA,NA,"ENSG00000180053.6","protein_coding","NKX2-6","2","OTTHUMG00000163867.4",NA,"ENSG00000180053",NA
"TMEM150B","HAVANA","gene",NA,NA,"ENSG00000180061.5","protein_coding","TMEM150B","2","OTTHUMG00000180709.4",NA,"ENSG00000180061",NA
"C10orf91","HAVANA","gene",NA,NA,"ENSG00000180066.5","protein_coding","C10orf91","2","OTTHUMG00000019289.3",NA,"ENSG00000180066",NA
"ANKRD18A","HAVANA","gene",NA,NA,"ENSG00000180071.14","protein_coding","ANKRD18A","2","OTTHUMG00000186349.1",NA,"ENSG00000180071",NA
"WFDC11","HAVANA","gene",NA,NA,"ENSG00000180083.6","protein_coding","WFDC11","2","OTTHUMG00000046330.1",NA,"ENSG00000180083",NA
"TMEM86B","HAVANA","gene",NA,NA,"ENSG00000180089.4","protein_coding","TMEM86B","2","OTTHUMG00000180703.1",NA,"ENSG00000180089",NA
"OR3A1","HAVANA","gene",NA,NA,"ENSG00000180090.3","protein_coding","OR3A1","2","OTTHUMG00000090642.2",NA,"ENSG00000180090",NA
"SEPT1","HAVANA","gene",NA,NA,"ENSG00000180096.7","protein_coding","SEPT1","2","OTTHUMG00000176984.4",NA,"ENSG00000180096",NA
"TRNAU1AP","HAVANA","gene",NA,NA,"ENSG00000180098.5","protein_coding","TRNAU1AP","2","OTTHUMG00000003653.1",NA,"ENSG00000180098",NA
"EXOC3","HAVANA","gene",NA,NA,"ENSG00000180104.11","protein_coding","EXOC3","1","OTTHUMG00000162205.3",NA,"ENSG00000180104",NA
"TDRD6","HAVANA","gene",NA,NA,"ENSG00000180113.11","protein_coding","TDRD6","2","OTTHUMG00000014788.1",NA,"ENSG00000180113",NA
"C12orf40","HAVANA","gene",NA,NA,"ENSG00000180116.11","protein_coding","C12orf40","2","OTTHUMG00000133567.4",NA,"ENSG00000180116",NA
"CSNK1A1L","HAVANA","gene",NA,NA,"ENSG00000180138.6","protein_coding","CSNK1A1L","2","OTTHUMG00000016748.1",NA,"ENSG00000180138",NA
"LYNX1","HAVANA","gene",NA,NA,"ENSG00000180155.14","protein_coding","LYNX1","1","OTTHUMG00000164694.3",NA,"ENSG00000180155",NA
"TH","HAVANA","gene",NA,NA,"ENSG00000180176.10","protein_coding","TH","2","OTTHUMG00000009559.5",NA,"ENSG00000180176",NA
"MED14","HAVANA","gene",NA,NA,"ENSG00000180182.6","protein_coding","MED14","2","OTTHUMG00000024107.1",NA,"ENSG00000180182",NA
"FAHD1","HAVANA","gene",NA,NA,"ENSG00000180185.7","protein_coding","FAHD1","2","OTTHUMG00000128663.2",NA,"ENSG00000180185",NA
"TDRP","HAVANA","gene",NA,NA,"ENSG00000180190.7","protein_coding","TDRP","2","OTTHUMG00000163593.2",NA,"ENSG00000180190",NA
"RCC1","HAVANA","gene",NA,NA,"ENSG00000180198.11","protein_coding","RCC1","1","OTTHUMG00000003645.10","ncRNA_host","ENSG00000180198",NA
"WFDC9","HAVANA","gene",NA,NA,"ENSG00000180205.3","protein_coding","WFDC9","2","OTTHUMG00000046332.1",NA,"ENSG00000180205",NA
"MYLPF","HAVANA","gene",NA,NA,"ENSG00000180209.7","protein_coding","MYLPF","2","OTTHUMG00000132399.3",NA,"ENSG00000180209",NA
"F2","HAVANA","gene",NA,NA,"ENSG00000180210.10","protein_coding","F2","1","OTTHUMG00000150344.3",NA,"ENSG00000180210",NA
"FAM71C","HAVANA","gene",NA,NA,"ENSG00000180219.1","protein_coding","FAM71C","2","OTTHUMG00000170311.1",NA,"ENSG00000180219",NA
"PRKRA","HAVANA","gene",NA,NA,"ENSG00000180228.8","protein_coding","PRKRA","2","OTTHUMG00000132576.25",NA,"ENSG00000180228",NA
"ZNRF2","HAVANA","gene",NA,NA,"ENSG00000180233.9","protein_coding","ZNRF2","2","OTTHUMG00000097759.3","ncRNA_host","ENSG00000180233",NA
"RRH","HAVANA","gene",NA,NA,"ENSG00000180245.4","protein_coding","RRH","2","OTTHUMG00000132045.1",NA,"ENSG00000180245",NA
"SLC9A4","HAVANA","gene",NA,NA,"ENSG00000180251.4","protein_coding","SLC9A4","2","OTTHUMG00000153093.1",NA,"ENSG00000180251",NA
"ZNF816","HAVANA","gene",NA,NA,"ENSG00000180257.8","protein_coding","ZNF816","1","OTTHUMG00000167761.2",NA,"ENSG00000180257",NA
"PRNT","HAVANA","gene",NA,NA,"ENSG00000180259.5","protein_coding","PRNT","2","OTTHUMG00000031785.3",NA,"ENSG00000180259",NA
"FGD6","HAVANA","gene",NA,NA,"ENSG00000180263.9","protein_coding","FGD6","2","OTTHUMG00000170133.1",NA,"ENSG00000180263",NA
"GPR144","HAVANA","gene",NA,NA,"ENSG00000180264.6","protein_coding","GPR144","2","OTTHUMG00000020652.2",NA,"ENSG00000180264",NA
"GPR139","HAVANA","gene",NA,NA,"ENSG00000180269.7","protein_coding","GPR139","2","OTTHUMG00000177690.1",NA,"ENSG00000180269",NA
"PLD5","HAVANA","gene",NA,NA,"ENSG00000180287.12","protein_coding","PLD5","2","OTTHUMG00000039867.3","ncRNA_host","ENSG00000180287",NA
"OAZ2","HAVANA","gene",NA,NA,"ENSG00000180304.10","protein_coding","OAZ2","1","OTTHUMG00000172473.3",NA,"ENSG00000180304",NA
"WFDC10A","HAVANA","gene",NA,NA,"ENSG00000180305.4","protein_coding","WFDC10A","2","OTTHUMG00000046331.2",NA,"ENSG00000180305",NA
"PNPLA1","HAVANA","gene",NA,NA,"ENSG00000180316.7","protein_coding","PNPLA1","1","OTTHUMG00000014590.4",NA,"ENSG00000180316",NA
"ALX1","HAVANA","gene",NA,NA,"ENSG00000180318.3","protein_coding","ALX1","2","OTTHUMG00000169820.1",NA,"ENSG00000180318",NA
"CCDC43","HAVANA","gene",NA,NA,"ENSG00000180329.9","protein_coding","CCDC43","1","OTTHUMG00000181822.1",NA,"ENSG00000180329",NA
"KCTD4","HAVANA","gene",NA,NA,"ENSG00000180332.5","protein_coding","KCTD4","2","OTTHUMG00000016844.1",NA,"ENSG00000180332",NA
"C17orf104","HAVANA","gene",NA,NA,"ENSG00000180336.13","protein_coding","C17orf104","1","OTTHUMG00000153039.3",NA,"ENSG00000180336",NA
"FZD2","HAVANA","gene",NA,NA,"ENSG00000180340.5","protein_coding","FZD2","2","OTTHUMG00000181819.1",NA,"ENSG00000180340",NA
"TIGD2","HAVANA","gene",NA,NA,"ENSG00000180346.2","protein_coding","TIGD2","2","OTTHUMG00000130946.2",NA,"ENSG00000180346",NA
"CCDC129","HAVANA","gene",NA,NA,"ENSG00000180347.9","protein_coding","CCDC129","1","OTTHUMG00000128611.4",NA,"ENSG00000180347",NA
"HCLS1","HAVANA","gene",NA,NA,"ENSG00000180353.6","protein_coding","HCLS1","2","OTTHUMG00000159409.2","ncRNA_host","ENSG00000180353",NA
"C7orf41","HAVANA","gene",NA,NA,"ENSG00000180354.11","protein_coding","C7orf41","1","OTTHUMG00000128559.3",NA,"ENSG00000180354",NA
"ZNF609","HAVANA","gene",NA,NA,"ENSG00000180357.5","protein_coding","ZNF609","2","OTTHUMG00000172370.4","ncRNA_host","ENSG00000180357",NA
"PAK2","HAVANA","gene",NA,NA,"ENSG00000180370.6","protein_coding","PAK2","2","OTTHUMG00000155534.2",NA,"ENSG00000180370",NA
"CCDC66","HAVANA","gene",NA,NA,"ENSG00000180376.12","protein_coding","CCDC66","2","OTTHUMG00000155748.3",NA,"ENSG00000180376",NA
"DEFB124","HAVANA","gene",NA,NA,"ENSG00000180383.3","protein_coding","DEFB124","2","OTTHUMG00000159287.1",NA,"ENSG00000180383",NA
"KRTAP9-7","HAVANA","gene",NA,NA,"ENSG00000180386.7","protein_coding","KRTAP9-7","2","OTTHUMG00000133605.1",NA,"ENSG00000180386",NA
"ATP5EP2","HAVANA","gene",NA,NA,"ENSG00000180389.6","protein_coding","ATP5EP2","2","OTTHUMG00000016642.1",NA,"ENSG00000180389",NA
"MCFD2","HAVANA","gene",NA,NA,"ENSG00000180398.7","protein_coding","MCFD2","1","OTTHUMG00000153100.2",NA,"ENSG00000180398",NA
"HARBI1","HAVANA","gene",NA,NA,"ENSG00000180423.4","protein_coding","HARBI1","2","OTTHUMG00000166537.1",NA,"ENSG00000180423",NA
"DEFB123","HAVANA","gene",NA,NA,"ENSG00000180424.6","protein_coding","DEFB123","2","OTTHUMG00000032170.2",NA,"ENSG00000180424",NA
"C11orf71","HAVANA","gene",NA,NA,"ENSG00000180425.7","protein_coding","C11orf71","2","OTTHUMG00000168247.1",NA,"ENSG00000180425",NA
"CYP8B1","HAVANA","gene",NA,NA,"ENSG00000180432.4","protein_coding","CYP8B1","1","OTTHUMG00000133047.2",NA,"ENSG00000180432",NA
"OR6K6","HAVANA","gene",NA,NA,"ENSG00000180433.4","protein_coding","OR6K6","2","OTTHUMG00000022772.2",NA,"ENSG00000180433",NA
"TPRXL","HAVANA","gene",NA,NA,"ENSG00000180438.10","protein_coding","TPRXL","2","OTTHUMG00000155509.2",NA,"ENSG00000180438",NA
"SERTM1","HAVANA","gene",NA,NA,"ENSG00000180440.3","protein_coding","SERTM1","2","OTTHUMG00000016735.2",NA,"ENSG00000180440",NA
"GAS1","HAVANA","gene",NA,NA,"ENSG00000180447.5","protein_coding","GAS1","2","OTTHUMG00000020141.1",NA,"ENSG00000180447",NA
"HMHA1","HAVANA","gene",NA,NA,"ENSG00000180448.6","protein_coding","HMHA1","1","OTTHUMG00000181871.2",NA,"ENSG00000180448",NA
"OR10Q1","HAVANA","gene",NA,NA,"ENSG00000180475.4","protein_coding","OR10Q1","2","OTTHUMG00000167542.1",NA,"ENSG00000180475",NA
"ZNF571","HAVANA","gene",NA,NA,"ENSG00000180479.9","protein_coding","ZNF571","1","OTTHUMG00000182016.2",NA,"ENSG00000180479",NA
"GLIPR1L2","HAVANA","gene",NA,NA,"ENSG00000180481.6","protein_coding","GLIPR1L2","2","OTTHUMG00000169756.1",NA,"ENSG00000180481",NA
"DEFB119","HAVANA","gene",NA,NA,"ENSG00000180483.6","protein_coding","DEFB119","2","OTTHUMG00000032172.2",NA,"ENSG00000180483",NA
"FAM73A","HAVANA","gene",NA,NA,"ENSG00000180488.10","protein_coding","FAM73A","2","OTTHUMG00000009766.4","ncRNA_host","ENSG00000180488",NA
"KCNE1","HAVANA","gene",NA,NA,"ENSG00000180509.7","protein_coding","KCNE1","2","OTTHUMG00000086236.1","ncRNA_host","ENSG00000180509",NA
"PRR26","HAVANA","gene",NA,NA,"ENSG00000180525.9","protein_coding","PRR26","2","OTTHUMG00000017529.2",NA,"ENSG00000180525",NA
"NRIP1","HAVANA","gene",NA,NA,"ENSG00000180530.5","protein_coding","NRIP1","2","OTTHUMG00000074323.1",NA,"ENSG00000180530",NA
"ZSCAN4","HAVANA","gene",NA,NA,"ENSG00000180532.6","protein_coding","ZSCAN4","2","OTTHUMG00000183474.1",NA,"ENSG00000180532",NA
"BHLHA15","HAVANA","gene",NA,NA,"ENSG00000180535.3","protein_coding","BHLHA15","2","OTTHUMG00000154289.2",NA,"ENSG00000180535",NA
"RNF182","HAVANA","gene",NA,NA,"ENSG00000180537.8","protein_coding","RNF182","2","OTTHUMG00000014280.2",NA,"ENSG00000180537",NA
"C9orf139","HAVANA","gene",NA,NA,"ENSG00000180539.4","protein_coding","C9orf139","2","OTTHUMG00000020959.2",NA,"ENSG00000180539",NA
"TSPYL5","HAVANA","gene",NA,NA,"ENSG00000180543.3","protein_coding","TSPYL5","2","OTTHUMG00000164857.1",NA,"ENSG00000180543",NA
"FUT7","HAVANA","gene",NA,NA,"ENSG00000180549.7","protein_coding","FUT7","2","OTTHUMG00000020964.1",NA,"ENSG00000180549",NA
"HIST1H2AC","HAVANA","gene",NA,NA,"ENSG00000180573.8","protein_coding","HIST1H2AC","2","OTTHUMG00000014428.2",NA,"ENSG00000180573",NA
"EIF2S3L","HAVANA","gene",NA,NA,"ENSG00000180574.3","protein_coding","EIF2S3L","1","OTTHUMG00000168585.3",NA,"ENSG00000180574",NA
"SKIDA1","HAVANA","gene",NA,NA,"ENSG00000180592.12","protein_coding","SKIDA1","2","OTTHUMG00000017797.3",NA,"ENSG00000180592",NA
"HIST1H2BC","HAVANA","gene",NA,NA,"ENSG00000180596.7","protein_coding","HIST1H2BC","2","OTTHUMG00000014425.4",NA,"ENSG00000180596",NA
"MB21D2","HAVANA","gene",NA,NA,"ENSG00000180611.6","protein_coding","MB21D2","2","OTTHUMG00000155768.1",NA,"ENSG00000180611",NA
"GSX2","HAVANA","gene",NA,NA,"ENSG00000180613.6","protein_coding","GSX2","1","OTTHUMG00000128696.3",NA,"ENSG00000180613",NA
"SSTR2","HAVANA","gene",NA,NA,"ENSG00000180616.4","protein_coding","SSTR2","2","OTTHUMG00000178343.2",NA,"ENSG00000180616",NA
"ZNF594","HAVANA","gene",NA,NA,"ENSG00000180626.9","protein_coding","ZNF594","2","OTTHUMG00000132059.2",NA,"ENSG00000180626",NA
"PCGF5","HAVANA","gene",NA,NA,"ENSG00000180628.10","protein_coding","PCGF5","2","OTTHUMG00000018740.1",NA,"ENSG00000180628",NA
"SLC47A2","HAVANA","gene",NA,NA,"ENSG00000180638.13","protein_coding","SLC47A2","2","OTTHUMG00000059464.7",NA,"ENSG00000180638",NA
"PRF1","HAVANA","gene",NA,NA,"ENSG00000180644.6","protein_coding","PRF1","2","OTTHUMG00000018412.2",NA,"ENSG00000180644",NA
"OR2A4","HAVANA","gene",NA,NA,"ENSG00000180658.2","protein_coding","OR2A4","2","OTTHUMG00000016316.2",NA,"ENSG00000180658",NA
"MAB21L1","HAVANA","gene",NA,NA,"ENSG00000180660.6","protein_coding","MAB21L1","2","OTTHUMG00000016723.3",NA,"ENSG00000180660",NA
"YOD1","HAVANA","gene",NA,NA,"ENSG00000180667.6","protein_coding","YOD1","2","OTTHUMG00000036032.1",NA,"ENSG00000180667",NA
"TMEM64","HAVANA","gene",NA,NA,"ENSG00000180694.9","protein_coding","TMEM64","2","OTTHUMG00000157185.4",NA,"ENSG00000180694",NA
"C3orf22","HAVANA","gene",NA,NA,"ENSG00000180697.4","protein_coding","C3orf22","2","OTTHUMG00000162731.2",NA,"ENSG00000180697",NA
"OR10K2","HAVANA","gene",NA,NA,"ENSG00000180708.4","protein_coding","OR10K2","2","OTTHUMG00000019638.1",NA,"ENSG00000180708",NA
"CHRM4","HAVANA","gene",NA,NA,"ENSG00000180720.6","protein_coding","CHRM4","2","OTTHUMG00000154371.1",NA,"ENSG00000180720",NA
"SHISA2","HAVANA","gene",NA,NA,"ENSG00000180730.4","protein_coding","SHISA2","2","OTTHUMG00000016612.2",NA,"ENSG00000180730",NA
"S1PR5","HAVANA","gene",NA,NA,"ENSG00000180739.12","protein_coding","S1PR5","1","OTTHUMG00000180581.1",NA,"ENSG00000180739",NA
"CLRN3","HAVANA","gene",NA,NA,"ENSG00000180745.4","protein_coding","CLRN3","2","OTTHUMG00000019253.1",NA,"ENSG00000180745",NA
"GPR157","HAVANA","gene",NA,NA,"ENSG00000180758.10","protein_coding","GPR157","2","OTTHUMG00000001758.4",NA,"ENSG00000180758",NA
"CHST13","HAVANA","gene",NA,NA,"ENSG00000180767.5","protein_coding","CHST13","2","OTTHUMG00000162721.2",NA,"ENSG00000180767",NA
"AGTR2","HAVANA","gene",NA,NA,"ENSG00000180772.6","protein_coding","AGTR2","2","OTTHUMG00000022243.1",NA,"ENSG00000180772",NA
"SLC36A4","HAVANA","gene",NA,NA,"ENSG00000180773.10","protein_coding","SLC36A4","1","OTTHUMG00000167368.2",NA,"ENSG00000180773",NA
"ZDHHC20","HAVANA","gene",NA,NA,"ENSG00000180776.11","protein_coding","ZDHHC20","2","OTTHUMG00000017410.1",NA,"ENSG00000180776",NA
"ANKRD30B","HAVANA","gene",NA,NA,"ENSG00000180777.9","protein_coding","ANKRD30B","2","OTTHUMG00000178841.1","ncRNA_host","ENSG00000180777",NA
"OR51E1","HAVANA","gene",NA,NA,"ENSG00000180785.8","protein_coding","OR51E1","1","OTTHUMG00000157024.2",NA,"ENSG00000180785",NA
"ZFP3","HAVANA","gene",NA,NA,"ENSG00000180787.5","protein_coding","ZFP3","2","OTTHUMG00000177799.1",NA,"ENSG00000180787",NA
"ARSJ","HAVANA","gene",NA,NA,"ENSG00000180801.11","protein_coding","ARSJ","2","OTTHUMG00000161067.2",NA,"ENSG00000180801",NA
"HOXC9","HAVANA","gene",NA,NA,"ENSG00000180806.4","protein_coding","HOXC9","2","OTTHUMG00000160033.1",NA,"ENSG00000180806",NA
"MAP3K15","HAVANA","gene",NA,NA,"ENSG00000180815.10","protein_coding","MAP3K15","2","OTTHUMG00000022724.4",NA,"ENSG00000180815",NA
"PPA1","HAVANA","gene",NA,NA,"ENSG00000180817.7","protein_coding","PPA1","2","OTTHUMG00000018399.2",NA,"ENSG00000180817",NA
"HOXC10","HAVANA","gene",NA,NA,"ENSG00000180818.4","protein_coding","HOXC10","1","OTTHUMG00000160031.2",NA,"ENSG00000180818",NA
"PSMG4","HAVANA","gene",NA,NA,"ENSG00000180822.7","protein_coding","PSMG4","1","OTTHUMG00000014142.4",NA,"ENSG00000180822",NA
"BHLHE22","HAVANA","gene",NA,NA,"ENSG00000180828.1","protein_coding","BHLHE22","2","OTTHUMG00000164386.1",NA,"ENSG00000180828",NA
"MAP6D1","HAVANA","gene",NA,NA,"ENSG00000180834.3","protein_coding","MAP6D1","1","OTTHUMG00000156900.1",NA,"ENSG00000180834",NA
"ZNF443","HAVANA","gene",NA,NA,"ENSG00000180855.11","protein_coding","ZNF443","2","OTTHUMG00000156404.1",NA,"ENSG00000180855",NA
"C12orf36","HAVANA","gene",NA,NA,"ENSG00000180861.5","protein_coding","C12orf36","2","OTTHUMG00000167562.3",NA,"ENSG00000180861",NA
"C1orf180","HAVANA","gene",NA,NA,"ENSG00000180869.3","protein_coding","C1orf180","2","OTTHUMG00000009923.1",NA,"ENSG00000180869",NA
"CXCR2","HAVANA","gene",NA,NA,"ENSG00000180871.3","protein_coding","CXCR2","2","OTTHUMG00000133107.2",NA,"ENSG00000180871",NA
"DEFB112","HAVANA","gene",NA,NA,"ENSG00000180872.4","protein_coding","DEFB112","2","OTTHUMG00000160215.1",NA,"ENSG00000180872",NA
"GREM2","HAVANA","gene",NA,NA,"ENSG00000180875.4","protein_coding","GREM2","2","OTTHUMG00000039909.1",NA,"ENSG00000180875",NA
"C11orf42","HAVANA","gene",NA,NA,"ENSG00000180878.2","protein_coding","C11orf42","2","OTTHUMG00000133377.2",NA,"ENSG00000180878",NA
"SSR4","HAVANA","gene",NA,NA,"ENSG00000180879.9","protein_coding","SSR4","2","OTTHUMG00000024212.2",NA,"ENSG00000180879",NA
"CAPS2","HAVANA","gene",NA,NA,"ENSG00000180881.15","protein_coding","CAPS2","1","OTTHUMG00000152787.5",NA,"ENSG00000180881",NA
"ZNF792","HAVANA","gene",NA,NA,"ENSG00000180884.9","protein_coding","ZNF792","2","OTTHUMG00000150339.2",NA,"ENSG00000180884",NA
"CUEDC1","HAVANA","gene",NA,NA,"ENSG00000180891.8","protein_coding","CUEDC1","1","OTTHUMG00000178775.2",NA,"ENSG00000180891",NA
"SCRIB","HAVANA","gene",NA,NA,"ENSG00000180900.12","protein_coding","SCRIB","1","OTTHUMG00000165154.3","ncRNA_host","ENSG00000180900",NA
"KCTD2","HAVANA","gene",NA,NA,"ENSG00000180901.6","protein_coding","KCTD2","2","OTTHUMG00000179276.1","ncRNA_host","ENSG00000180901",NA
"D2HGDH","HAVANA","gene",NA,NA,"ENSG00000180902.12","protein_coding","D2HGDH","1","OTTHUMG00000151474.13",NA,"ENSG00000180902",NA
"OR52B1P","ENSEMBL","gene",NA,NA,"ENSG00000180909.1","protein_coding","OR52B1P","3",NA,NA,"ENSG00000180909",NA
"OR56B3P","ENSEMBL","gene",NA,NA,"ENSG00000180913.2","protein_coding","OR56B3P","3",NA,NA,"ENSG00000180913",NA
"OXTR","HAVANA","gene",NA,NA,"ENSG00000180914.6","protein_coding","OXTR","2","OTTHUMG00000090537.2",NA,"ENSG00000180914",NA
"CMTR2","HAVANA","gene",NA,NA,"ENSG00000180917.12","protein_coding","CMTR2","2","OTTHUMG00000137587.2",NA,"ENSG00000180917",NA
"OR56B4","HAVANA","gene",NA,NA,"ENSG00000180919.3","protein_coding","OR56B4","2","OTTHUMG00000165531.1",NA,"ENSG00000180919",NA
"FAM83H","HAVANA","gene",NA,NA,"ENSG00000180921.6","protein_coding","FAM83H","2","OTTHUMG00000133559.2","ncRNA_host","ENSG00000180921",NA
"GPR62","HAVANA","gene",NA,NA,"ENSG00000180929.4","protein_coding","GPR62","2","OTTHUMG00000157367.1",NA,"ENSG00000180929",NA
"OR56A1","HAVANA","gene",NA,NA,"ENSG00000180934.5","protein_coding","OR56A1","2","OTTHUMG00000165377.1",NA,"ENSG00000180934",NA
"ZNF572","HAVANA","gene",NA,NA,"ENSG00000180938.5","protein_coding","ZNF572","2","OTTHUMG00000164988.1",NA,"ENSG00000180938",NA
"ST20","HAVANA","gene",NA,NA,"ENSG00000180953.7","protein_coding","ST20","2","OTTHUMG00000172078.2",NA,"ENSG00000180953",NA
"PITPNB","HAVANA","gene",NA,NA,"ENSG00000180957.13","protein_coding","PITPNB","2","OTTHUMG00000150976.2",NA,"ENSG00000180957",NA
"TCEAL8","HAVANA","gene",NA,NA,"ENSG00000180964.12","protein_coding","TCEAL8","2","OTTHUMG00000022094.1",NA,"ENSG00000180964",NA
"OR52E4","HAVANA","gene",NA,NA,"ENSG00000180974.2","protein_coding","OR52E4","2","OTTHUMG00000168804.1",NA,"ENSG00000180974",NA
"LRRC57","HAVANA","gene",NA,NA,"ENSG00000180979.5","protein_coding","LRRC57","2","OTTHUMG00000130679.2",NA,"ENSG00000180979",NA
"OR52N2","HAVANA","gene",NA,NA,"ENSG00000180988.2","protein_coding","OR52N2","2","OTTHUMG00000168801.1",NA,"ENSG00000180988",NA
"MRPL14","HAVANA","gene",NA,NA,"ENSG00000180992.5","protein_coding","MRPL14","2","OTTHUMG00000014756.1",NA,"ENSG00000180992",NA
"GPR137C","HAVANA","gene",NA,NA,"ENSG00000180998.7","protein_coding","GPR137C","2","OTTHUMG00000171104.1",NA,"ENSG00000180998",NA
"C1orf105","HAVANA","gene",NA,NA,"ENSG00000180999.6","protein_coding","C1orf105","2","OTTHUMG00000034750.4",NA,"ENSG00000180999",NA
"OR52N1","HAVANA","gene",NA,NA,"ENSG00000181001.1","protein_coding","OR52N1","2","OTTHUMG00000168800.1",NA,"ENSG00000181001",NA
"BBS12","HAVANA","gene",NA,NA,"ENSG00000181004.5","protein_coding","BBS12","2","OTTHUMG00000133070.2",NA,"ENSG00000181004",NA
"ZFP82","HAVANA","gene",NA,NA,"ENSG00000181007.7","protein_coding","ZFP82","2","OTTHUMG00000048146.3",NA,"ENSG00000181007",NA
"OR52N5","HAVANA","gene",NA,NA,"ENSG00000181009.4","protein_coding","OR52N5","2","OTTHUMG00000168799.1",NA,"ENSG00000181009",NA
"C17orf47","HAVANA","gene",NA,NA,"ENSG00000181013.3","protein_coding","C17orf47","2","OTTHUMG00000179244.1",NA,"ENSG00000181013",NA
"LSMEM1","HAVANA","gene",NA,NA,"ENSG00000181016.5","protein_coding","LSMEM1","2","OTTHUMG00000155190.2",NA,"ENSG00000181016",NA
"NQO1","HAVANA","gene",NA,NA,"ENSG00000181019.8","protein_coding","NQO1","1","OTTHUMG00000137575.2","ncRNA_host","ENSG00000181019",NA
"OR56B1","HAVANA","gene",NA,NA,"ENSG00000181023.5","protein_coding","OR56B1","2","OTTHUMG00000066891.2",NA,"ENSG00000181023",NA
"AEN","HAVANA","gene",NA,NA,"ENSG00000181026.13","protein_coding","AEN","2","OTTHUMG00000148681.5",NA,"ENSG00000181026",NA
"FKRP","HAVANA","gene",NA,NA,"ENSG00000181027.6","protein_coding","FKRP","2","OTTHUMG00000183177.1",NA,"ENSG00000181027",NA
"TRAPPC5","HAVANA","gene",NA,NA,"ENSG00000181029.7","protein_coding","TRAPPC5","2","OTTHUMG00000182589.1",NA,"ENSG00000181029",NA
"RPH3AL","HAVANA","gene",NA,NA,"ENSG00000181031.11","protein_coding","RPH3AL","1","OTTHUMG00000090273.8",NA,"ENSG00000181031",NA
